City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,chetumal,18.5,-88.3,27.03,89,40,3.09,MX,1722866889
364,linxia chengguanzhen,35.6003,103.2064,19.65,69,18,1.35,CN,1722867088
365,saint-philippe,-21.3585,55.7679,22.77,80,62,3.01,RE,1722867089
366,khandyga,62.6667,135.6,13.69,83,100,0.63,RU,1722867090
367,bucerias,20.75,-105.3333,28.32,94,40,1.54,MX,1722867091
368,tazovsky,67.4667,78.7,12.44,55,99,5.38,RU,1722867092
369,sungai penuh,-2.0833,101.3833,18.63,97,88,1.89,ID,1722867093
370,seosan,36.7817,126.4522,26.41,88,100,1.14,KR,1722867094
371,jiazi,22.8779,116.067,27.95,87,15,0.68,CN,1722867095
372,wimereux,50.7696,1.6114,22.48,70,0,3.9,FR,1722867096
373,ilembula,-8.9,34.5833,27.52,17,0,5.86,TZ,1722866884
374,boguchany,58.3814,97.4531,18.02,67,7,1.39,RU,1722867098
375,san luis de la loma,17.2706,-100.8939,26.36,78,100,1.7,MX,1722867099
376,khanty-mansiysk,61.0042,69.0019,25.06,41,0,0.0,RU,1722867100
377,kalampaka,39.7044,21.6269,30.6,40,90,2.8,GR,1722867101
378,yemetsk,63.4721,41.7941,14.84,84,97,3.09,RU,1722867102
379,hamilton,39.1834,-84.5333,29.25,76,0,3.09,US,1722866871
380,port macquarie,-31.4333,152.9167,13.93,87,100,0.89,AU,1722866769
381,kenai,60.5544,-151.2583,8.05,100,0,1.54,US,1722867106
382,guerrero,17.6667,-100.0,20.0,87,100,0.48,MX,1722867107
383,paraty,-23.2178,-44.7131,32.2,31,0,1.47,BR,1722867108
384,ouallam,14.3188,2.0866,34.09,44,9,4.56,NE,1722867109
385,kushiro,42.975,144.3747,18.78,99,100,2.61,JP,1722867110
386,monteagudo,-19.8167,-63.9833,24.14,50,0,2.5,BO,1722867111
387,florence,43.7667,11.25,38.03,29,0,2.06,IT,1722867112
388,elesbao veloso,-6.2019,-42.1403,32.08,31,0,4.14,BR,1722867113
389,nizhneudinsk,54.9076,99.0276,17.58,83,100,0.79,RU,1722867114
390,valparaiso,-33.0393,-71.6273,13.33,78,100,4.63,CL,1722866997
391,giarre,37.7269,15.1877,30.85,64,32,3.32,IT,1722867116
392,tsawwassen,49.018,-123.0817,18.16,93,0,4.57,CA,1722867117
393,ar raqqah,35.95,39.0167,41.25,15,0,10.5,SY,1722867118
394,al hufuf,25.3646,49.5653,44.19,6,0,8.75,SA,1722867119
395,north platte,41.1239,-100.7654,26.15,54,0,3.09,US,1722867120
396,umm al quwain city,25.5647,55.5552,39.01,72,98,5.4,AE,1722867121
397,kharan,28.5833,65.4167,36.84,32,100,6.17,PK,1722867123
398,kisvarda,48.2167,22.0833,28.48,34,100,2.13,HU,1722867124
399,san blas,21.5167,-105.2667,27.94,79,28,0.77,MX,1722867125
400,altay,47.8667,88.1167,22.44,27,100,3.19,CN,1722867126
401,bandar lampung,-5.4254,105.258,22.87,94,25,0.8,ID,1722867127
402,touros,-5.1989,-35.4608,27.72,64,24,8.21,BR,1722867128
403,vegreville,53.5001,-112.0518,14.22,95,100,3.87,CA,1722867129
404,tomatlan,19.9333,-105.25,24.15,95,100,1.39,MX,1722867130
405,hulan ergi,47.2042,123.6333,25.28,63,96,2.84,CN,1722867131
406,sao raimundo das mangabeiras,-7.0219,-45.4811,32.26,24,0,5.07,BR,1722867132
407,kashgar,39.4547,75.9797,31.13,31,50,4.06,CN,1722867133
408,puerto lleras,3.0223,-73.4044,22.79,98,100,0.65,CO,1722867134
409,muang khong,14.1167,105.85,24.85,91,9,0.87,LA,1722867135
410,iquique,-20.2208,-70.1431,16.02,74,23,2.94,CL,1722867082
411,penticton,49.4806,-119.5858,21.52,59,0,0.29,CA,1722867137
412,nelson bay,-32.7167,152.15,12.27,95,100,0.45,AU,1722867138
413,kargasok,59.0556,80.8572,19.92,78,38,1.93,RU,1722867139
414,fada,7.25,4.0667,28.64,59,100,2.27,NG,1722866650
415,cholpon-ata,42.6494,77.0823,24.03,70,90,2.25,KG,1722867142
416,kolonia,50.9333,6.95,28.31,50,20,2.57,DE,1722867143
417,port moresby,-9.4431,147.1797,24.68,83,40,5.14,PG,1722867144
418,pangody,65.85,74.4859,14.9,48,100,5.37,RU,1722867145
419,parkes,-33.1333,148.1833,8.53,77,89,1.74,AU,1722867146
420,kapuskasing,49.4169,-82.4331,16.05,63,40,2.57,CA,1722866684
421,makubetsu,45.3714,141.8211,16.25,96,100,4.53,JP,1722867148
422,alaghsas,17.0187,8.0168,33.94,46,0,5.14,NE,1722866739
423,dunedin,-45.8742,170.5036,6.0,79,38,2.5,NZ,1722867150
424,aasiaat,68.7098,-52.8699,2.68,90,86,2.23,GL,1722867151
425,okhotsk,59.3833,143.3,12.37,83,100,3.92,RU,1722867152
426,ende,-8.8432,121.6623,22.79,91,100,1.91,ID,1722867153
427,nguigmi,14.2495,13.1092,26.42,71,100,5.24,NE,1722867154
428,champerico,14.3,-91.9167,28.3,79,96,1.23,GT,1722867155
429,riosucio,5.4216,-75.7032,17.51,81,94,1.0,CO,1722867156
430,talakan,50.3167,130.3667,19.79,99,100,2.59,RU,1722867158
431,kamaishi,39.2667,141.8833,23.0,94,7,1.01,JP,1722867159
432,ishigaki,24.3448,124.1572,29.41,79,89,5.64,JP,1722866905
433,barkly west,-28.5354,24.5215,15.43,20,0,3.11,ZA,1722866887
434,pemangkat,1.1667,108.9667,27.57,75,13,1.58,ID,1722866791
435,myeik,12.4333,98.6,26.12,89,75,2.42,MM,1722867164
436,callaway,30.153,-85.5699,28.44,78,20,7.72,US,1722867165
437,bougouni,11.417,-7.479,26.16,82,99,3.59,ML,1722867166
438,jharia,23.75,86.4,30.2,68,100,2.25,IN,1722867167
439,luganville,-15.5333,167.1667,22.28,69,37,3.8,VU,1722867168
440,leua,48.2156,18.6071,19.47,69,100,4.84,SK,1722867169
441,moyale,3.5167,39.0584,26.92,40,92,5.23,KE,1722867170
442,tutong,4.8,114.65,27.05,81,100,1.29,BN,1722867171
443,mar del plata,-38.0023,-57.5575,13.07,77,99,4.02,AR,1722866867
444,lubao,14.9167,120.55,27.04,88,100,1.05,PH,1722867173
445,atherton,53.5237,-2.4935,24.47,70,99,1.79,GB,1722867174
446,calabozo,8.9242,-67.4293,26.77,83,94,1.43,VE,1722867175
447,balykchy,42.4557,76.1861,24.12,49,79,1.12,KG,1722867176
448,tangalle,6.024,80.7911,29.09,79,99,5.82,LK,1722867077
449,yulinshi,38.2906,109.7494,24.81,50,92,2.01,CN,1722867178
450,swift current,50.2834,-107.8014,17.46,78,100,3.3,CA,1722867179
451,ebon,4.582,168.6964,28.82,73,45,5.03,MH,1722867181
452,adrar,20.5022,-10.0711,38.23,24,2,5.91,MR,1722867182
453,wusong,30.95,117.7833,27.14,67,100,2.94,CN,1722867184
454,altamira,-3.2033,-52.2064,31.82,37,1,1.98,BR,1722867185
455,puerto santa,-8.9906,-78.6456,17.54,81,89,3.81,PE,1722867186
456,labrador city,52.9463,-66.9114,11.77,64,100,6.26,CA,1722867188
457,rikaze,29.25,88.8833,11.29,81,100,2.38,CN,1722867189
458,padang,-0.9492,100.3543,26.03,90,92,3.7,ID,1722867190
459,kebili,33.7044,8.969,38.61,13,0,2.08,TN,1722867191
460,gardez,33.5974,69.2259,27.0,39,0,2.08,AF,1722867192
461,sos'va,59.1766,61.8558,20.13,86,98,1.2,RU,1722867193
462,mhamid,29.82,-5.72,44.61,5,0,3.03,MA,1722867194
463,perth,-31.9333,115.8333,13.8,83,0,3.09,AU,1722867027
464,mizdah,31.4451,12.9801,37.81,13,0,4.44,LY,1722867196
465,nicoya,10.1483,-85.452,26.35,83,4,1.36,CR,1722867197
466,akureyri,65.6835,-18.0878,12.96,76,75,3.6,IS,1722867198
467,murzuq,25.9155,13.9184,41.3,8,0,3.76,LY,1722867199
468,sheregesh,52.9209,87.9869,13.33,99,100,1.98,RU,1722867200
469,qui nhon,13.7667,109.2333,27.3,85,86,3.23,VN,1722866701
470,mallawi,27.7314,30.8417,40.16,10,2,5.91,EG,1722867203
471,surskoye,54.4821,46.7214,22.02,55,100,1.53,RU,1722867204
472,kerikeri,-35.2268,173.9474,4.39,91,2,2.19,NZ,1722866723
473,merizo village,13.2658,144.6691,27.31,78,100,3.22,GU,1722867206
474,whittlesea,-32.1759,26.8244,15.44,17,0,6.11,ZA,1722867207
475,inarajan village,13.2736,144.7484,27.54,78,100,3.13,GU,1722867208
476,byron bay,-28.65,153.6167,16.07,83,98,4.97,AU,1722867209
477,islamorada,24.9243,-80.6278,30.0,90,100,6.44,US,1722867210
478,rudbar,30.15,62.6,40.56,11,8,2.43,AF,1722867211
479,olean,42.0776,-78.4297,25.38,77,0,2.06,US,1722867126
480,kambove,-10.8764,26.5969,29.43,12,5,2.38,CD,1722867213
481,brigantine,39.4101,-74.3646,29.55,72,0,0.0,US,1722867214
482,miandrivazo,-19.5167,45.4667,31.4,17,0,2.37,MG,1722867216
483,cill airne,52.05,-9.5167,17.03,77,75,3.6,IE,1722867217
484,nacala,-14.5428,40.6728,27.62,61,0,3.09,MZ,1722867218
485,ngaruawahia,-37.6674,175.1555,6.98,89,1,1.79,NZ,1722867219
486,anantapur,14.6833,77.6,31.98,48,100,6.89,IN,1722867220
487,smolyaninovo,43.2956,132.4675,19.7,84,100,1.23,RU,1722867221
488,goz beida,13.95,20.55,24.19,82,100,2.14,TD,1722867223
489,tillaberi,14.2117,1.4531,34.47,43,23,3.81,NE,1722866954
490,conceicao da barra,-18.5933,-39.7322,24.7,75,20,3.34,BR,1722867225
491,pingliang,35.5392,106.6861,22.37,81,1,1.8,CN,1722867226
492,neftcala,39.3742,49.2472,28.73,66,0,5.91,AZ,1722867227
493,nikolayevsk-on-amure,53.1406,140.73,15.02,73,100,1.6,RU,1722867228
494,lagunillas,10.1301,-71.2595,29.5,67,100,4.82,VE,1722867229
495,westport,41.1415,-73.3579,29.6,73,0,2.57,US,1722866715
496,xai-xai,-25.0519,33.6442,21.96,68,64,7.26,MZ,1722867232
497,guiratinga,-16.3494,-53.7583,30.06,23,0,4.98,BR,1722867233
498,chiredzi,-21.05,31.6667,34.8,7,0,5.37,ZW,1722867234
499,tateyama,34.9833,139.8667,26.17,88,61,1.0,JP,1722867235
500,kyren,51.6828,102.1408,16.5,90,98,0.76,RU,1722867134
501,ylistaro,62.9396,22.5131,23.64,61,91,1.3,FI,1722867237
502,ulanhot,46.0833,122.0833,21.94,70,0,3.4,CN,1722866741
503,kish,26.5578,54.0194,37.15,59,93,3.09,IR,1722867241
504,malvan,16.0667,73.4667,26.63,87,9,4.27,IN,1722867242
505,kirakira,-10.4544,161.9205,25.52,89,100,5.26,SB,1722867244
506,korla,41.7597,86.1469,34.19,22,98,3.7,CN,1722867245
507,golyshmanovo,56.3979,68.3728,20.01,80,95,2.94,RU,1722867246
508,la'ie,21.6477,-157.9253,25.25,80,99,2.24,US,1722866718
509,strezhevoy,60.7333,77.5889,20.27,79,100,2.33,RU,1722867248
510,rovinj,45.08,13.64,32.27,50,46,2.11,HR,1722867249
511,miri,4.4148,114.0089,27.08,94,20,0.0,MY,1722867250
512,bella vista,36.4295,-94.2316,28.88,70,0,2.57,US,1722867251
513,bundibugyo,0.7414,30.0417,29.13,50,100,1.65,UG,1722867252
514,andergrove,-21.0833,149.1833,15.91,88,25,1.46,AU,1722866731
515,kristiansund,63.1115,7.732,20.03,81,0,3.09,NO,1722867254
516,kapa'a,22.0752,-159.319,24.5,83,20,6.17,US,1722866841
517,freetown,8.484,-13.2299,26.2,80,99,2.63,SL,1722867256
518,malango,-2.9627,119.9001,18.7,100,58,0.96,ID,1722867257
519,altagracia de orituco,9.8601,-66.3814,27.56,68,100,1.6,VE,1722867258
520,jieshi,22.8134,115.8257,28.67,86,54,0.21,CN,1722867259
521,khalkhal,37.6189,48.5258,25.68,42,0,4.05,IR,1722867260
522,inhambane,-23.865,35.3833,22.99,78,75,6.69,MZ,1722867261
523,peniche,39.3558,-9.3811,26.71,75,7,7.28,PT,1722867262
524,alappuzha,9.49,76.3264,26.45,85,95,3.12,IN,1722867263
525,ballito,-29.539,31.2144,19.08,55,20,2.57,ZA,1722867264
526,sao felix do xingu,-6.6447,-51.995,32.44,25,0,3.17,BR,1722867030
527,sovetskaya gavan',48.9723,140.2878,13.53,97,72,2.8,RU,1722867266
528,tailai,46.3833,123.4,24.05,66,36,3.65,CN,1722867268
529,kruisfontein,-34.0033,24.7314,16.6,40,2,4.47,ZA,1722867269
530,sakakah,29.9697,40.2064,37.76,15,3,6.72,SA,1722867270
531,abra pampa,-22.7205,-65.697,7.27,16,0,3.72,AR,1722867271
532,sur,22.5667,59.5289,31.46,58,84,2.73,OM,1722867272
533,villa dolores,-31.9459,-65.1896,18.16,28,7,3.21,AR,1722867273
534,avarua,-21.2078,-159.775,24.03,78,3,3.09,CK,1722867274
535,kiunga,-6.1219,141.2906,22.88,99,99,1.85,PG,1722867275
536,fisterra,42.9049,-9.2629,26.68,93,36,4.64,ES,1722867276
537,belyy yar,53.6039,91.3903,19.94,68,40,7.0,RU,1722867277
538,chernomorskoye,45.5039,32.6997,24.83,58,97,6.93,UA,1722867278
539,boa vista,2.8197,-60.6733,28.99,70,40,1.54,BR,1722867279
540,jacutinga,-22.2856,-46.6122,26.97,31,0,2.61,BR,1722867280
541,along,28.1667,94.7667,22.4,98,17,0.21,IN,1722867281
542,sinop,41.7711,34.8709,20.38,91,92,3.04,TR,1722866759
543,bridlington,54.0831,-0.1919,24.96,65,5,7.18,GB,1722867283
544,cururupu,-1.8283,-44.8683,30.54,54,44,2.57,BR,1722867284
545,port augusta,-32.5,137.7667,8.21,83,4,1.49,AU,1722867285
546,kuqa,41.7278,82.9364,33.43,19,7,2.76,CN,1722867286
547,cam ranh,11.9214,109.1591,28.98,70,20,2.57,VN,1722867287
548,konya,38.1667,32.5,29.71,35,90,7.69,TR,1722867288
549,mansa,29.9833,75.3833,32.76,55,75,4.77,IN,1722867289
550,sharypovo,55.5403,89.2008,17.54,89,98,2.28,RU,1722867290
551,taltal,-25.4,-70.4833,16.26,69,0,3.41,CL,1722867292
552,ciudad bolivar,8.1222,-63.5497,29.08,70,100,2.63,VE,1722867293
553,newport,51.5877,-2.9984,23.23,81,100,4.93,GB,1722867294
554,qamdo,31.1667,97.2333,10.82,54,2,2.13,CN,1722867295
555,yaren,-0.5472,166.916,28.76,73,95,6.11,NR,1722867296
556,kaga bandoro,6.9896,19.1874,27.68,67,100,1.7,CF,1722867297
557,isla vista,34.4133,-119.861,13.94,94,40,0.0,US,1722866832
558,ascencion,31.1,-107.9833,28.08,36,23,0.82,MX,1722867299
559,kaa-khem,51.6833,94.7333,23.59,33,20,2.89,RU,1722867300
